marca,precoComDesconto,precoSemDesconto,Condicao,tamanho_mapeado,Cores_Agrupadas
1447,16.47,54.9,0,1,3
5937,39.9,139.99,4,5,9
4102,29.84,160.0,4,4,15
6428,5.25,69.99,4,4,18
1001,35.7,119.99,4,4,3
4061,21.0,69.99,4,4,18
2802,2500.0,8000.0,4,5,7
1904,4500.0,15000.0,0,5,1
2569,12000.0,45000.0,4,5,18
2890,17.5,69.99,4,5,9
1960,5000.0,12000.0,4,3,9
3324,10000.0,29000.0,4,1,21
6444,11000.0,39000.0,0,5,21
6428,9500.0,31000.0,4,5,12
5319,24.0,120.0,0,1,5
4812,21.0,69.99,4,6,12
5519,39.99,115.0,1,4,14
2784,24.98,79.9,4,5,3
2280,12000.0,55000.0,4,4,4
3324,25950.0,86500.0,4,5,12
5062,17.97,59.9,0,5,14
6182,21.0,139.99,2,5,18
3443,3.5,14.9,4,5,2
4377,22.9,89.9,2,5,18
322,50.0,239.99,4,5,1
322,12.75,59.99,4,5,21
2216,37.85,219.0,0,4,14
1044,11.97,39.9,2,5,10
274,37.02,153.42,0,4,18
4085,18.0,90.0,2,5,7
1572,55000.0,1.7,4,4,2
1018,4000.0,13000.0,4,5,1
6481,7000.0,15000.0,4,5,20
5319,7000.0,21000.0,0,3,10
1950,6000.0,17500.0,0,4,1
3768,26200.0,87500.0,2,1,18
5283,22000.0,85000.0,4,5,7
322,14.7,49.0,4,5,2
4115,23.97,79.9,0,5,1
5319,38.0,79.0,0,6,10
4564,20.87,159.99,0,6,20
6248,9000.0,31000.0,4,5,1
3831,22.47,74.9,4,5,18
2554,6500.0,15509.377945804938,4,5,15
1016,8000.0,26000.0,0,5,14
5319,12.0,40.0,0,4,21
6428,29.99,119.95,0,4,18
3852,9000.0,25000.0,0,5,1
3265,15.0,49.9,0,6,12
6431,15.96,39.9,4,6,3
6428,44.7,149.0,4,1,18
463,6860.0,1.45,0,5,5
5245,12.35,59.9,4,5,18
946,4800.0,15000.0,0,6,3
6428,4200.0,15509.377945804938,1,6,0
3576,30.0,50.0,0,4,18
5861,9000.0,15509.377945804938,0,5,1
6428,25.24,99.0,4,4,3
6428,17000.0,51000.0,4,5,9
6256,35.7,299.99,0,5,1
6428,139.82,1190.0,4,4,5
3750,20.29,129.9,4,5,2
5898,87.75,390.0,4,5,18
6381,8.23,59.9,0,5,1
4151,48.0,215.0,4,6,3
3971,5500.0,17000.0,0,5,18
352,6000.0,9000.0,0,5,18
1744,21.0,69.99,0,6,14
5385,4000.0,9000.0,4,5,18
1931,22.92,89.9,0,1,14
2127,28000.0,84000.0,4,5,6
2945,9000.0,30000.0,0,4,14
689,5000.0,11000.0,0,6,18
5512,16.77,55.9,0,1,20
2127,47.48,189.9,4,6,11
5245,16000.0,79000.0,4,6,10
2549,21.0,69.99,0,4,18
5687,9.91,139.0,4,4,1
2668,19.9,69.9,4,4,17
43,24.9,90.0,4,5,18
3817,12500.0,37500.0,4,4,13
4085,29.9,69.9,4,5,18
6428,8000.0,41000.0,0,6,18
185,45.0,89.99,0,5,3
1068,44.0,89.99,4,6,1
4424,61.14,259.0,0,1,6
97,90.0,299.99,0,1,1
3461,14.98,59.9,1,1,3
4419,49000.0,1.5,2,4,18
5396,23.7,79.9,4,6,19
2272,22.9,49.9,0,6,1
2127,59.8,299.0,0,5,14
89,28.9,119.0,0,5,18
2280,7000.0,32000.0,0,5,14
2280,44.73,159.9,0,5,18
4085,13.11,69.9,4,4,1
1067,6000.0,18900.0,0,6,5
6028,25.41,69.9,0,5,18
1657,13000.0,24000.0,4,5,3
5319,32.5,129.99,0,4,14
139,1.8,4.0,4,5,22
2554,11500.0,25000.0,4,6,2
2569,22.98,89.9,4,6,3
4020,71.96,179.9,0,6,14
3852,14.12,89.9,0,5,21
6428,89.0,278.0,4,5,18
3265,5000.0,14000.0,4,5,6
6159,9000.0,31500.0,4,6,19
97,12.5,49.99,4,6,18
4085,11.9,52.9,4,4,18
5519,19.9,59.9,4,5,22
1065,49.9,179.99,0,6,19
2871,4500.0,8000.0,4,6,10
4085,11.69,199.0,2,1,1
3971,5000.0,13900.0,4,6,12
653,19.0,40.0,0,5,22
2127,12000.0,35000.0,4,5,18
6428,12000.0,36000.0,0,4,1
3852,17.37,57.9,0,4,18
5645,9000.0,40000.0,4,6,22
4714,15.98,79.9,4,6,18
2569,40.9,199.9,4,6,1
1410,2.399,7.2,4,4,18
2849,10.0,14.99,2,1,5
5959,21500.0,67000.0,0,5,1
5378,5000.0,24000.0,0,4,18
5601,10000.0,32000.0,0,4,18
3195,23000.0,69000.0,2,5,3
5356,5000.0,16000.0,0,5,19
1234,12000.0,42000.0,0,5,14
1730,18000.0,63000.0,4,5,3
4252,43.14,143.81,4,5,12
5198,13000.0,34000.0,4,5,2
2529,113.0,380.0,0,4,18
617,30.0,119.99,4,6,21
4454,1800.0,5000.0,0,1,1
3819,18.9,39.9,2,4,19
4085,11600.0,38600.0,2,5,1
1228,18000.0,57000.0,0,1,19
6246,29.0,90.0,4,5,22
1165,1500.0,4000.0,0,5,14
2280,211.0,329.0,4,4,18
322,19000.0,69000.0,4,6,21
6302,99.99,319.9,0,4,1
1998,10000.0,22000.0,0,5,19
457,54.98,219.9,4,5,18
1850,17.74,169.9,4,5,18
2384,14.23,56.9,4,6,1
3499,25700.0,85700.0,4,5,18
3002,9000.0,15509.377945804938,0,1,14
6428,17.98,89.9,4,5,5
322,5000.0,18000.0,4,5,18
3324,29.7,99.0,4,4,18
3344,54.0,310.0,0,5,14
6379,38.24,299.9,0,4,12
2280,5000.0,15509.377945804938,0,1,14
5074,12500.0,32000.0,0,5,18
242,20000.0,80000.0,4,5,18
5687,7000.0,19000.0,4,5,1
6428,12.67,69.99,4,6,22
2554,39.0,289.0,0,3,18
2800,9000.0,32000.0,0,5,1
5386,16000.0,49000.0,0,5,19
6428,10000.0,29900.0,4,1,18
5283,50000.0,15509.377945804938,4,5,18
5074,9000.0,31500.0,0,1,22
3447,20.9,69.9,4,5,18
5319,33.13,132.5,0,4,5
3209,11000.0,33000.0,2,5,3
5834,14000.0,63000.0,0,4,18
2522,30.0,119.99,1,4,6
2290,154.97,499.9,4,4,18
1032,1.2,3.9,4,5,18
6398,4500.0,12000.0,1,6,14
1440,18000.0,72000.0,4,4,12
4355,4900.0,21000.0,4,5,5
1894,4000.0,25900.0,0,4,14
5861,11.5,45.99,4,5,1
812,20.93,99.9,4,5,0
6428,13200.0,39000.0,4,4,18
1047,16.5,83.7,0,4,14
5211,10000.0,32000.0,0,4,19
2601,84.0,336.0,1,4,1
1552,72.0,239.99,4,5,5
5399,4000.0,12000.0,0,5,14
662,5000.0,20000.0,0,4,12
3804,19000.0,52000.0,4,6,1
4148,10.37,30.51,2,5,1
5861,35.78,537.0,0,1,21
5319,19.98,99.9,0,5,19
2223,6000.0,13000.0,4,5,18
5286,12.9,90.0,0,4,16
2368,5000.0,9000.0,4,6,14
4102,14900.0,49800.0,2,5,0
6428,12.8,64.0,4,1,12
5089,85.0,399.0,4,5,1
3402,26000.0,89000.0,2,5,18
4742,10000.0,35000.0,0,5,10
1307,99.9,339.0,0,4,22
1511,7000.0,29000.0,0,5,18
3519,10000.0,32000.0,0,5,18
6455,19.53,70.0,0,5,14
4083,19.98,79.9,4,6,18
5127,31.9,89.9,0,4,22
1572,11000.0,38500.0,4,5,19
891,176.0,899.0,4,6,1
5011,20.0,39.9,2,5,1
1462,10000.0,24900.0,4,5,18
587,32000.0,36000.0,0,5,5
671,19.61,160.0,0,5,14
5477,55.97,169.9,0,5,1
1572,18.0,59.99,4,5,14
3324,20.99,59.9,4,5,18
5982,10.0,39.9,0,6,3
1068,24.9,79.0,4,6,1
43,14400.0,40000.0,2,5,22
953,4000.0,15509.377945804938,4,5,18
28,13000.0,59000.0,1,1,1
352,10000.0,29000.0,1,5,12
6385,11700.0,38900.0,0,1,1
3817,7000.0,39000.0,0,5,14
2127,4800.0,12000.0,4,1,2
2304,8000.0,32000.0,4,6,7
1068,12000.0,43000.0,4,6,1
5319,11000.0,15509.377945804938,0,4,3
97,1500.0,21000.0,4,6,18
6110,47.6,119.0,0,1,18
4085,47.48,169.9,2,4,10
5371,13000.0,38800.0,4,4,19
3324,37.0,80.0,4,5,9
4085,3600.0,15509.377945804938,2,5,14
3022,30000.0,99000.0,0,4,3
4316,20.0,49.99,3,5,3
5216,35.9,89.9,4,1,6
3324,5000.0,13000.0,0,5,14
5319,29.8,149.0,0,6,21
322,8000.0,22000.0,4,5,6
565,12000.0,36000.0,4,4,19
5319,29.36,117.42,0,6,1
3324,7000.0,24000.0,4,5,7
3817,1800.0,3500.0,0,1,14
1817,25.97,69.9,4,5,1
5350,11500.0,40300.0,4,6,6
3636,27.25,109.0,0,1,0
3976,5400.0,19000.0,0,5,1
5319,48.0,159.99,0,4,22
5245,10000.0,31000.0,4,5,18
1275,59.9,189.99,0,5,18
948,20.0,59.9,0,4,14
5385,44.91,359.9,0,1,18
5068,29.98,119.9,4,6,15
4981,45.0,129.0,4,6,18
1328,11500.0,40300.0,4,6,18
2335,21.6,59.9,0,1,21
2680,9.0,59.99,0,1,1
5378,30.6,89.99,0,4,3
395,5000.0,18000.0,4,6,12
3324,14000.0,46000.0,4,5,18
322,39.0,219.0,4,5,5
36,28000.0,59000.0,0,1,18
4524,30.57,119.9,0,1,5
4735,30.0,99.99,0,5,22
2751,9.79,59.99,0,5,10
5324,15600.0,39000.0,0,4,14
3312,10.0,39.0,0,5,22
228,9000.0,29000.0,0,5,21
4395,15.0,59.99,0,1,21
3739,5000.0,17500.0,0,5,14
3650,25.0,99.99,0,5,14
5519,23.22,289.99,4,5,9
741,46.97,139.9,0,4,14
5385,12000.0,39000.0,0,5,20
3324,29.9,79.99,0,5,14
4085,5.9,89.99,2,6,1
2104,2000.0,13000.0,4,6,16
6428,17.48,49.9,4,5,21
3015,49.0,189.9,1,6,3
2638,9.02,50.0,0,4,18
1410,4000.0,9000.0,0,5,16
5663,7500.0,24500.0,4,4,18
3265,75.27,329.0,0,5,3
740,19.6,49.9,0,5,14
6017,39.9,220.0,0,6,1
364,32.7,109.0,0,5,14
1328,25.0,79.9,2,5,2
2429,14.98,59.9,0,6,19
3587,129.75,499.0,0,5,18
1454,25000.0,80000.0,0,3,14
4085,25.94,299.9,2,5,3
1931,13.11,69.9,4,5,21
3373,21.48,65.9,0,4,3
3657,55.97,169.9,2,5,18
5324,31.9,99.9,0,5,14
2554,11900.0,39000.0,4,6,12
812,86.7,289.0,2,4,2
5782,22.48,69.9,4,5,22
5319,31.5,89.9,0,4,18
5001,8000.0,26000.0,4,5,16
3489,19000.0,57000.0,0,6,14
6428,7000.0,40000.0,0,6,12
2394,1500.0,20000.0,4,5,19
1741,35.7,119.9,4,6,3
856,18.9,35.9,0,6,21
4355,6000.0,20000.0,4,4,5
5350,6000.0,15000.0,4,1,9
6428,8000.0,24500.0,4,5,9
4354,12.12,139.99,2,4,14
3933,22.5,89.99,0,5,6
3324,11.97,39.9,4,1,1
3324,10000.0,43000.0,4,5,15
395,20.51,380.0,4,5,4
3857,16.9,59.9,1,6,19
2067,11000.0,39800.0,1,4,18
322,2000.0,29000.0,4,5,18
589,24.0,79.99,0,5,22
5319,10000.0,35000.0,0,1,1
2898,12000.0,31900.0,2,5,2
1001,6000.0,23000.0,4,6,18
1168,8500.0,20000.0,2,4,19
2127,22.48,69.9,4,5,17
5030,23.37,109.99,0,5,16
5426,20000.0,79000.0,4,5,2
3416,7000.0,28000.0,2,3,3
2828,8000.0,28000.0,4,5,20
1923,15.9,40.0,0,4,14
3324,11.35,29.9,4,4,1
2584,183.99,350.0,0,5,3
3750,92.48,369.9,0,4,12
5027,6000.0,21600.0,0,4,1
2303,6000.0,21000.0,4,5,12
6428,9000.0,31000.0,0,5,6
6428,5000.0,17000.0,4,6,18
3928,104.98,419.9,4,6,5
3227,5000.0,16000.0,0,1,22
1021,51.96,129.9,4,5,22
6428,27.5,119.99,0,5,14
1840,29.98,99.9,4,5,12
5687,5000.0,12000.0,4,5,21
3499,15.84,197.18,4,5,0
5319,24.98,79.9,0,4,18
2127,2000.0,9000.0,0,5,14
4102,10000.0,35000.0,4,4,3
13,5.63,24.99,0,5,6
6040,23.4,78.0,0,6,1
192,14.9,39.99,4,5,1
5027,30.0,219.0,0,5,10
4162,68000.0,1.89,0,4,1
5035,12.48,49.9,0,5,18
1113,54.98,219.9,0,5,1
2103,10000.0,39000.0,4,6,17
3609,55.0,329.99,0,5,18
3852,14.98,59.9,0,1,18
5369,24.98,99.9,0,6,18
6428,10000.0,35000.0,4,3,1
3852,16.36,54.54,0,4,1
1454,18.13,109.99,0,5,12
4954,9000.0,48000.0,0,1,14
2569,47.42,252.9,0,4,21
3229,4000.0,14000.0,4,4,18
4213,8000.0,24000.0,0,5,22
1657,19.9,59.99,4,4,21
2945,37.9,109.9,4,5,9
3949,30000.0,99000.0,0,5,14
4788,160.0,429.9,0,5,18
1581,3500.0,7000.0,0,4,21
3812,38000.0,93000.0,4,6,18
708,7500.0,22500.0,4,6,19
5834,68.68,274.72,0,5,1
5426,44.7,149.0,4,5,18
2569,16000.0,59000.0,4,5,5
4868,45.02,160.07,0,5,14
757,47.7,159.0,0,5,1
5216,17.5,69.99,2,4,2
4098,7500.0,40000.0,0,5,14
5319,30.0,139.0,0,4,14
2280,6000.0,21000.0,4,1,1
2569,11500.0,32500.0,0,5,18
3131,15200.0,32000.0,0,1,14
3265,29.7,99.0,1,4,18
5612,24.9,89.99,0,6,18
616,56.5,226.0,4,4,19
979,27.48,109.9,0,5,1
5283,20.0,49.0,4,5,12
5769,13.97,39.9,0,3,14
6514,59.75,239.0,1,6,6
3242,61.97,189.9,4,6,17
59,19.9,69.99,4,6,9
5319,17.97,59.9,0,6,14
4085,23000.0,80500.0,4,5,15
935,19.98,59.9,0,5,1
3971,10.5,35.0,4,6,12
6428,14.75,59.0,4,6,18
6428,5000.0,13000.0,4,4,3
4085,10000.0,40000.0,4,5,14
5319,8400.0,29000.0,0,4,1
2703,22.5,90.0,4,1,5
1930,19000.0,66500.0,0,4,3
5012,62.9,209.9,0,1,18
378,30.0,50.0,0,1,14
3601,39.9,129.0,0,4,14
3483,13000.0,59000.0,2,5,1
395,12.98,51.9,4,5,18
2945,1500.0,3500.0,4,5,9
838,17.5,69.99,0,4,3
2828,71.96,179.9,4,5,18
242,19.35,75.9,4,4,16
1328,5000.0,16000.0,4,5,15
5814,40.0,199.99,2,5,19
1065,54.98,219.9,0,6,19
4748,29.0,79.99,0,6,14
5385,4000.0,14000.0,4,5,9
6225,28.6,99.9,2,5,18
1065,4000.0,9000.0,0,6,14
5319,17.49,999.0,0,4,22
5501,55.0,220.0,0,4,22
3852,99.0,329.99,0,4,14
1,8000.0,24900.0,0,5,18
3817,8400.0,42000.0,0,5,21
6428,20.7,69.9,4,6,15
805,6000.0,15509.377945804938,0,4,0
5149,9.19,59.9,0,4,10
6428,10.31,239.99,0,5,19
2127,1.78,30.0,4,1,15
3804,10000.0,30000.0,4,5,3
3324,13500.0,39000.0,4,4,18
2027,21.0,69.99,0,5,14
4540,15000.0,59000.0,0,4,14
1039,10.0,39.99,0,4,19
6428,12.5,49.99,0,4,1
2945,10000.0,30000.0,4,5,9
6428,29.9,99.99,4,6,9
1339,13000.0,75000.0,0,5,18
2127,7200.0,21000.0,4,5,21
5245,7000.0,24900.0,0,5,5
2648,2000.0,12900.0,0,4,0
6221,12.0,69.9,0,5,14
3817,12000.0,42000.0,0,4,18
5272,6500.0,29000.0,0,5,12
4923,55000.0,1.7,0,5,14
1001,150.0,430.0,2,5,18
259,13000.0,39000.0,0,1,0
4102,9000.0,31500.0,4,5,15
786,27.6,69.9,4,5,2
1572,10000.0,32000.0,4,5,15
814,8000.0,27000.0,4,5,22
6428,17500.0,34000.0,0,4,19
2417,22000.0,67000.0,0,6,1
5283,14.9,59.99,4,5,19
406,4500.0,11000.0,0,5,18
2234,82.0,468.0,4,5,18
3508,9180.0,32000.0,4,6,22
6379,49.9,119.0,0,4,19
533,212.23,848.9,0,6,12
4506,16.9,59.9,0,5,12
1068,22.9,60.0,4,6,5
2725,24.98,99.9,0,5,14
3453,23.62,210.0,0,5,18
3614,11000.0,35000.0,0,4,14
772,12000.0,42000.0,4,5,14
97,4500.0,12000.0,4,6,21
3324,8000.0,32000.0,4,6,1
4316,6000.0,19000.0,0,5,3
5319,21.0,69.99,0,4,18
2280,14.97,49.9,0,4,5
6264,11000.0,33000.0,0,4,18
5764,26.97,89.9,0,5,12
1001,30.6,139.9,4,5,18
5688,12.6,59.99,0,4,14
408,15000.0,59000.0,1,3,18
4461,5000.0,17000.0,0,5,1
2762,21000.0,79000.0,0,4,18
6428,10.5,69.99,4,4,5
6159,8500.0,15509.377945804938,4,6,18
5963,79.34,249.9,4,4,10
5319,12000.0,41000.0,0,5,14
692,18.26,119.0,4,5,5
1290,8000.0,24000.0,0,6,1
5251,23.7,79.99,0,5,0
6230,7500.0,21000.0,0,1,18
406,89.99,228.9,4,5,14
5022,11000.0,37000.0,4,5,18
4105,74.7,249.0,0,6,20
1703,6000.0,17000.0,0,1,18
812,35.0,109.9,4,4,1
799,6900.0,16500.0,0,1,20
4812,19.9,49.99,4,6,12
322,14.85,89.99,0,1,5
3483,225.0,750.0,4,6,1
3499,5000.0,17500.0,4,1,7
1572,15.0,49.99,0,1,3
3852,15.0,59.99,0,1,22
2127,16000.0,65000.0,4,5,13
5378,32.48,129.9,4,5,21
5795,39.9,110.0,4,5,18
6514,23.9,89.9,1,7,6
1328,4000.0,10000.0,3,5,14
2280,9000.0,31500.0,4,1,3
1021,3000.0,9000.0,4,6,22
395,15000.0,62000.0,0,5,3
3430,24.87,105.99,0,5,6
5878,224.75,879.0,4,5,15
2977,27.48,109.9,4,1,3
97,29580.0,98600.0,2,6,18
2569,40.0,159.99,4,5,15
3324,80.0,249.99,4,5,16
6514,40.0,99.99,1,6,6
4474,17.97,59.9,0,5,12
6355,17.9,59.9,0,5,20
2957,99.75,399.0,4,5,18
1065,6000.0,20000.0,0,6,0
565,15600.0,46800.0,0,5,10
5378,75.0,400.0,4,5,18
6428,8820.0,29400.0,4,6,18
322,44.7,149.99,4,5,3
6415,114.9,239.9,4,5,18
5319,2400.0,10000.0,0,6,12
5278,32000.0,1.1,0,3,1
5319,4000.0,13000.0,0,4,14
3499,26.7,89.0,4,5,16
3712,20.0,50.0,2,5,1
5371,4800.0,9000.0,2,5,14
3128,9.27,279.0,0,1,12
1001,17.9,45.0,4,4,6
414,10000.0,35000.0,0,1,14
5027,7000.0,18000.0,0,5,1
97,15.12,89.99,4,6,16
6471,15000.0,52000.0,0,4,18
5960,30.0,450.0,0,4,3
5861,23.97,79.9,4,5,1
5319,14.97,49.9,0,6,1
5027,20000.0,70000.0,0,4,14
6428,21.78,78.99,4,5,6
812,11800.0,1.77,4,6,1
5687,8000.0,72000.0,4,5,18
97,39000.0,1.2,4,6,19
2018,23.9,78.59,4,5,18
1410,6000.0,18000.0,4,5,12
1314,13000.0,39000.0,0,5,5
5319,16000.0,2.9,0,4,21
2280,70.0,315.0,0,5,1
4452,17.09,56.9,0,5,21
4651,14600.0,42000.0,0,1,3
1850,15.31,349.9,0,6,18
5123,14500.0,51000.0,0,1,19
4102,24.0,79.99,2,4,1
2635,19.75,79.0,0,5,14
406,7000.0,29000.0,4,5,9
4038,19.9,35.9,0,4,1
617,2500.0,9000.0,4,6,14
3338,34.0,85.0,4,5,18
1931,8500.0,35000.0,4,5,18
3287,11.9,39.9,4,5,18
5142,14.4,35.99,4,6,22
2027,57.48,229.9,1,5,14
4875,90.0,300.0,4,5,22
2385,50.61,269.9,0,1,1
1169,7500.0,27500.0,0,6,18
2522,59.9,419.0,1,4,16
4085,6000.0,17900.0,2,5,14
2830,24.9,39.9,1,5,22
3932,5.8,79.99,0,5,22
2303,48.0,399.99,4,5,17
4787,7000.0,32000.0,0,5,6
979,8000.0,39000.0,4,4,3
4252,9000.0,31500.0,4,1,18
948,10000.0,29000.0,0,5,1
2104,7000.0,21000.0,4,5,18
395,19.98,79.9,4,5,1
5324,21.0,69.99,0,4,14
5027,9000.0,27000.0,0,4,18
3588,29.9,90.0,0,5,18
4085,9000.0,42000.0,2,4,15
5565,2000.0,15509.377945804938,3,5,14
3768,67.48,269.9,4,1,12
6428,34.98,139.9,4,5,2
2418,55000.0,1.79,0,6,19
5319,11500.0,39000.0,0,6,14
6472,70000.0,2.4,0,6,14
2025,3000.0,10000.0,0,5,14
2648,10800.0,21000.0,0,5,1
214,11.26,79.9,0,5,1
5385,37.0,128.0,2,5,3
5825,4000.0,8000.0,0,4,12
5319,13.51,39.9,0,5,1
2849,16000.0,99000.0,4,5,0
322,11000.0,33000.0,4,5,1
1454,15.0,79.99,0,3,18
935,10000.0,22000.0,0,3,21
1021,38.23,179.9,0,5,3
1032,29.98,119.9,2,5,1
812,11000.0,47000.0,4,5,18
1153,33.0,79.0,0,4,14
107,19.9,79.99,4,5,14
6225,9.14,970.0,2,5,22
3199,24000.0,78900.0,4,5,19
5519,11000.0,39000.0,4,5,2
5283,11500.0,38000.0,4,5,19
2174,29.9,69.99,0,5,1
3265,14.7,39.0,4,6,1
6428,15.0,39.99,4,4,3
322,22.02,89.9,4,5,18
3864,4800.0,15000.0,4,5,13
1014,179.97,599.9,0,5,14
4693,27.98,139.9,0,4,10
1445,22.48,89.9,0,5,18
3852,22000.0,69000.0,0,5,14
6514,5100.0,29000.0,0,7,16
1144,295.7,969.0,2,6,3
1424,12000.0,49000.0,4,4,5
4134,13.1,72.0,0,5,1
322,27.25,89.0,4,5,19
3324,14000.0,41000.0,0,5,14
6044,9600.0,31000.0,1,4,1
3657,30000.0,65000.0,4,5,14
698,3600.0,16000.0,0,5,18
1591,81.99,327.95,0,5,18
6428,11.6,29.0,0,5,12
378,25.0,99.99,0,4,18
3224,32.48,129.9,4,6,9
4812,10.0,39.9,4,6,10
5687,13000.0,39000.0,4,5,16
2680,7000.0,15509.377945804938,4,5,16
4355,138.0,689.99,0,3,5
5319,34.23,179.9,1,5,18
2554,13000.0,49000.0,4,6,12
3299,7000.0,36000.0,1,3,14
565,9000.0,32000.0,4,5,18
1931,25.7,69.0,0,5,22
2680,17.97,59.9,4,4,19
3324,12000.0,39000.0,4,4,18
4944,9600.0,31000.0,4,1,10
812,9000.0,31000.0,4,5,7
6428,11000.0,36000.0,4,5,5
5378,9000.0,27000.0,4,1,18
5324,50.0,180.0,0,6,6
5027,7.35,49.99,0,4,18
2079,29.87,199.0,4,4,3
1850,29.7,99.0,1,5,22
5963,77.97,259.9,2,5,15
5319,22.48,89.9,0,4,5
5426,11.7,39.0,4,6,16
5319,3200.0,9000.0,0,4,3
68,10800.0,32000.0,0,5,18
5231,27.6,69.0,4,5,3
1032,12.78,69.99,2,5,10
4118,45000.0,1.29,0,5,14
5027,24.11,89.9,0,4,18
322,3000.0,6000.0,4,5,1
510,4500.0,15509.377945804938,4,6,7
1746,34.98,139.9,0,4,0
1657,30000.0,98000.0,4,5,22
1339,10000.0,39000.0,0,4,19
3436,5500.0,16500.0,0,4,3
2127,43.5,159.9,4,5,13
669,25000.0,79000.0,4,5,22
97,5000.0,15000.0,4,4,20
59,46.66,89.9,4,5,3
5861,10000.0,39000.0,0,5,1
4160,4000.0,14000.0,4,5,5
5057,10000.0,35000.0,0,5,14
5388,43.0,99.9,0,4,21
2127,8000.0,24900.0,4,5,1
2280,12000.0,43000.0,4,4,18
845,154.77,699.0,0,4,14
3080,14.9,49.99,4,4,2
2569,19.9,79.99,4,6,3
2413,14.98,59.9,0,5,19
2384,4000.0,14000.0,4,4,11
1328,27.48,89.9,4,5,9
1956,17.0,90.0,0,5,12
5815,9000.0,34000.0,0,5,14
1870,9600.0,32000.0,0,4,18
3486,8000.0,28000.0,0,1,18
3579,6000.0,19000.0,0,5,1
3416,15000.0,49000.0,4,5,14
3324,22.76,56.9,4,5,3
2280,6000.0,15900.0,4,1,15
5861,24.9,89.99,4,1,1
1339,2.84,79.9,0,5,12
5385,39.9,129.99,0,4,14
395,12000.0,39000.0,4,5,22
43,12.57,41.9,4,6,12
935,14.98,59.9,0,1,18
6428,50.0,350.0,0,5,22
565,10000.0,32000.0,4,5,3
2937,66.79,369.8,4,5,18
5834,50.0,119.9,0,5,1
1032,12000.0,34000.0,4,5,18
2384,45.0,237.0,4,6,5
6428,1.12,29.9,4,4,9
1065,16.24,119.9,0,6,3
2529,11000.0,49000.0,0,5,18
5559,14900.0,39000.0,4,5,21
3971,14.98,74.9,4,6,1
4985,5000.0,12000.0,0,4,14
2280,45.83,163.32,0,4,1
2680,12100.0,42300.0,4,5,1
3224,9000.0,15509.377945804938,0,5,14
6428,25.0,89.9,4,4,5
5027,13.12,69.99,0,5,18
5027,12.98,51.9,0,5,1
749,20.0,79.99,4,5,17
2648,17.98,89.9,0,3,14
2203,8000.0,23000.0,4,5,23
1409,4000.0,14000.0,0,5,16
4934,17000.0,34900.0,0,4,14
302,12.27,129.9,1,5,6
3086,89.25,600.0,0,5,22
5319,10.6,99.99,0,4,0
6428,89.0,278.0,4,4,3
3265,27.0,119.99,4,5,18
5319,22.48,89.9,0,5,18
3324,7000.0,21000.0,4,5,18
6514,8000.0,19000.0,0,7,6
5283,7000.0,15509.377945804938,4,5,2
407,65.8,329.0,4,6,12
4246,29.99,79.9,0,4,6
302,5525.0,18000.0,4,6,21
2945,59.96,149.9,4,5,9
5123,17.48,69.9,4,5,20
324,10000.0,49000.0,0,1,22
170,80000.0,2.07,4,6,12
4193,3000.0,10000.0,0,5,21
242,9000.0,28000.0,4,5,18
4652,20.97,69.9,0,5,22
2554,5000.0,15000.0,0,5,18
4085,20.7,69.0,2,5,7
6248,13200.0,39000.0,0,5,18
635,22.25,89.0,4,5,18
1462,34.99,329.0,4,5,22
3852,7000.0,23000.0,0,5,14
1477,8000.0,24000.0,4,5,2
2127,29900.0,75000.0,4,5,18
4868,52700.0,1.95,0,6,19
4221,14.98,59.9,0,4,5
4085,20.37,67.9,4,5,18
795,41.9,209.9,0,5,21
3027,35.0,160.0,0,5,14
1328,8000.0,34000.0,0,1,10
4954,31.47,89.9,0,1,1
1102,20.97,69.9,3,5,2
4085,18.0,40.0,2,5,2
6428,6000.0,21000.0,4,4,15
5319,16.92,79.99,0,4,0
5319,9000.0,26000.0,0,6,14
6428,219.9,979.0,0,1,22
2529,59.8,299.0,0,5,3
4085,16000.0,32000.0,4,5,2
5324,47.5,169.99,0,6,6
3430,10.0,29.99,1,5,19
212,12.25,49.0,4,5,18
5319,15.0,19.9,0,5,18
667,18.0,59.99,0,1,19
3893,65.0,89.9,4,4,14
812,10.82,123.9,4,6,2
814,7650.0,27000.0,4,1,18
1950,7650.0,27000.0,0,1,6
6428,46.73,219.9,4,4,7
5319,22.48,69.9,0,6,0
6428,18000.0,52900.0,0,4,22
394,12000.0,36000.0,0,5,3
2898,32500.0,91000.0,4,5,18
979,99.9,349.9,4,1,5
6177,5000.0,15000.0,0,5,21
3657,50.0,159.9,4,5,22
2564,11.9,39.9,0,4,14
6428,5000.0,10390.0,0,5,18
97,23.9,119.9,4,5,1
6428,18000.0,65000.0,4,4,14
5089,20.25,79.9,0,5,14
3587,59000.0,1.2,0,5,1
2132,10.0,99.99,0,4,18
515,5000.0,17500.0,1,4,21
2523,22.47,99.9,0,4,12
6330,38000.0,15509.377945804938,0,1,19
2569,37.48,199.9,4,5,5
1633,24.0,79.99,4,6,18
6428,30.98,129.9,4,5,6
18,39.9,79.9,4,6,21
617,22.0,42.99,4,5,2
6428,10.25,79.0,1,1,19
3241,8400.0,34000.0,1,1,16
4671,34.9,89.0,0,1,18
2703,13000.0,39990.0,4,6,18
